"ID";"Type";"SKU";"Name";"Published";"Is featured?";"Visibility in catalog";"Short description";"Description";"Date sale price starts";"Date sale price ends";"Tax status";"Tax class";"In stock?";"Stock";"Low stock amount";"Backorders allowed?";"Sold individually?";"Weight (unit)";"Length (unit)";"Width (unit)";"Height (unit)";"Allow customer reviews?";"Purchase Note";"Sale price";"Regular price";"Categories";"Tags";"Shipping class";"Images";"Download limit";"Download expiry days";"Parent";"Grouped products";"Upsells";"Cross-sells";"External URL";"Button text";"Position";"Attribute 1 visible";"Attribute 1 global";"Attribute 1 name";"Attribute 1 value(s)";"Attribute 2 visible";"Attribute 2 global";"Attribute 2 name";"Attribute 2 value(s)";"Attribute 3 visible";"Attribute 3 global";"Attribute 3 name";"Attribute 3 value(s)";"Attribute 4 visible";"Attribute 4 global";"Attribute 4 name";"Attribute 4 value(s)";"Attribute 5 visible";"Attribute 5 global";"Attribute 5 name";"Attribute 5 value(s)";"Attribute 6 visible";"Attribute 6 global";"Attribute 6 name";"Attribute 6 value(s)";"Attribute 7 visible";"Attribute 7 global";"Attribute 7 name";"Attribute 7 value(s)";"Attribute 8 visible";"Attribute 8 global";"Attribute 8 name";"Attribute 8 value(s)";"Attribute 9 visible";"Attribute 9 global";"Attribute 9 name";"Attribute 9 value(s)";"Attribute 10 visible";"Attribute 10 global";"Attribute 10 name";"Attribute 10 value(s)";"Attribute 11 visible";"Attribute 11 global";"Attribute 11 name";"Attribute 11 value(s)";"Attribute 12 visible";"Attribute 12 global";"Attribute 12 name";"Attribute 12 value(s)";"Attribute 13 visible";"Attribute 13 global";"Attribute 13 name";"Attribute 13 value(s)";"Attribute 14 visible";"Attribute 14 global";"Attribute 14 name";"Attribute 14 value(s)";"Attribute 15 visible";"Attribute 15 global";"Attribute 15 name";"Attribute 15 value(s)";"Attribute 16 visible";"Attribute 16 global";"Attribute 16 name";"Attribute 16 value(s)";"Attribute 17 visible";"Attribute 17 global";"Attribute 17 name";"Attribute 17 value(s)";"Attribute 18 visible";"Attribute 18 global";"Attribute 18 name";"Attribute 18 value(s)";"Attribute 19 visible";"Attribute 19 global";"Attribute 19 name";"Attribute 19 value(s)";"Attribute 20 visible";"Attribute 20 global";"Attribute 20 name";"Attribute 20 value(s)";"Attribute 21 visible";"Attribute 21 global";"Attribute 21 name";"Attribute 21 value(s)";"Attribute 22 visible";"Attribute 22 global";"Attribute 22 name";"Attribute 22 value(s)";"Attribute 23 visible";"Attribute 23 global";"Attribute 23 name";"Attribute 23 value(s)";"Attribute 24 visible";"Attribute 24 global";"Attribute 24 name";"Attribute 24 value(s)";"Attribute 25 visible";"Attribute 25 global";"Attribute 25 name";"Attribute 25 value(s)";"Attribute 26 visible";"Attribute 26 global";"Attribute 26 name";"Attribute 26 value(s)";"Attribute 27 visible";"Attribute 27 global";"Attribute 27 name";"Attribute 27 value(s)";"Attribute 28 visible";"Attribute 28 global";"Attribute 28 name";"Attribute 28 value(s)";"Attribute 29 visible";"Attribute 29 global";"Attribute 29 name";"Attribute 29 value(s)";"Attribute 30 visible";"Attribute 30 global";"Attribute 30 name";"Attribute 30 value(s)";"Attribute 31 visible";"Attribute 31 global";"Attribute 31 name";"Attribute 31 value(s)";"Attribute 32 visible";"Attribute 32 global";"Attribute 32 name";"Attribute 32 value(s)";"Attribute 33 visible";"Attribute 33 global";"Attribute 33 name";"Attribute 33 value(s)";"Attribute 34 visible";"Attribute 34 global";"Attribute 34 name";"Attribute 34 value(s)"
"";"variable";"1523";"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";"";"";"Мягкая мебель > Диваны";"";"";"";"";"";"";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";"";"";"";"";"";"";"";"";"";"";"";""
"";"variation";4559;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";95295.0;127060.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_948-1002-994_20gr5d1db57ab65d05d3fe480c290d.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4559/nikol_30161-415-31059_20gr5d1db5804cec2.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"20 группа";"";"";"";""
"";"variation";4560;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";110723.0;147630.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_610-586-613_24gr5df8c9afd30255df9c44d4d07b.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_604-30164-30171_24gr_3m5d1db5d983edf5df9c460cdfe7.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_624-30118-30214_24gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_780-780(0)-780_24gr_.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_781-781(0)-30162_24gr.JPG, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_30020-30032-30020(0)_24gr_3M.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_30024-30034-30024(0)_24gr_3m.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_30424-995-30424(0)_24gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_30426-30033-30426(0)_24gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_31214-30232-31214(0)_24gr.JPG, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4560/nikol_607-30229-30217_24gr5dd27a3a1bc0f.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"24 группа";"";"";"";""
"";"variation";4561;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";116813.0;155750.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_869-869(0)-870_25gr5d1db612c7902.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4561/nikol_30060-820-30042_25gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4561/nikol_31230(0)-30111-31230_25gr_.JPG, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4561/nikol_31236-30111-31237_25gr.JPG, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/4561/nikol_31602-31601-607_25gr.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"25 группа";"";"";"";""
"";"variation";5760;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";91853.0;122470.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_30250(0)-30161-31059_19gr5d1db54591637.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5760/nikol_30808-820-30807_19gr5d1db5506f0b7.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5760/nikol_932-761-973_19gr5dd279817790e.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5760/nikol_30254-8010-1007_19gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5760/nikol_30257-30170-302570_19gr_3m.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5760/nikol_30258-30176-30171_19gr.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"19 группа";"";"";"";""
"";"variation";5761;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";102128.0;136170.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_611-30117-1000_22gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5761/nikol_598-867(0)-848_22gr5d1db5af8bf43.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5761/nikol_601-30034-30024_22gr5d1db5b386785.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5761/nikol_206-30117-302110_22gr.jpg, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5761/nikol_30036-31289-31294_22gr_3m.JPG, https://pinskdrev.ru/web/catalogfiles/photogallery/Offer/5761/nikol_30038-30038-30037_22gr_3m.JPG";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"22 группа";"";"";"";""
"";"variation";7414;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";84225.0;112300.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_198-200-199_18gr5d1db52de6083.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"18 группа";"";"";"";""
"";"variation";9130;"3-х местный диван «Николь» (3м)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;116.0;2500.0;1020.0;960.0;1;"";98565.0;131420.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/nikol_556-556-30015_21gr_3M.jpg";"";"";"1523";"";"";"";"";"";"";1;1;"Боковины";"съемные";1;1;"Вес";"116 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2500 мм";1;1;"Длина спального места (мм)";"2080";1;1;"Емкость для постельных принадлежностей";"есть";"";"";"";"";1;1;"Количество сидячих мест";"3";1;1;"Количество спальных мест";"2-спальное";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"тик-так";1;1;"Назначение";"в гостиную; для отдыха";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel";1;1;"Наполнитель сидения";"пружинный блок Bonnell; пружина «змейка»";1;1;"Наполнитель спинки";"пружинный блок типа Bonnell; софт+";1;1;"Объем";"1,266 м3";1;1;"Основной цвет";"красный";"";"";"";"";1;1;"По наличию трансформации";"раскладной";"";"";"";"";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"есть";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"дачный; практичный; кантри; неоклассика; прованс";1;1;"Тип";"3-х местный диван";"";"";"";"";1;1;"Ширина (мм)";"1020 мм";1;1;"Ширина спального места (мм)";"1450";1;1;"Материал";"ткань";1;1;"Обивка";"21 группа";"";"";"";""
"";"variable";"1409";"Угловой диван «Изабель 2» (3мL/R901R/L)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;194.0;2830.0;1770.0;960.0;1;"";"";"";"Мягкая мебель > Диваны";"";"";"";"";"";"";"";"";"";"";"";"";1;1;"Боковины";"несъемные";1;1;"Вес";"194 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2830 мм";1;1;"Длина спального места (мм)";"1860";1;1;"Емкость для постельных принадлежностей";"нет";"";"";"";"";1;1;"Количество сидячих мест";"5";"";"";"";"";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"натуральная кожа; ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"IFAGRID";1;1;"Назначение";"в гостиную; в кабинет";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel; пенополиуретан эластичный";1;1;"Наполнитель сидения";"пружинный блок Bonnell";1;1;"Наполнитель спинки";"эластичный пенополиуретан";1;1;"Объем";"4,077 м3";"";"";"";"";1;1;"По габаритам";"большие";1;1;"По наличию трансформации";"раскладной";1;1;"По размещению угла";"левое; правое";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"нет";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"классика; ретро";1;1;"Тип";"диван угловой";"";"";"";"";1;1;"Ширина (мм)";"1770 мм";1;1;"Ширина спального места (мм)";"1350";"";"";"";"";"";"";"";"";"";"";"";""
"";"variation";4333;"Угловой диван «Изабель 2» (3мL/R901R/L)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;194.0;2830.0;1770.0;960.0;1;"";147540.0;196720.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/izabel_2_833-_23gr_ugl.jpg";"";"";"1409";"";"";"";"";"";"";1;1;"Боковины";"несъемные";1;1;"Вес";"194 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2830 мм";1;1;"Длина спального места (мм)";"1860";1;1;"Емкость для постельных принадлежностей";"нет";"";"";"";"";1;1;"Количество сидячих мест";"5";"";"";"";"";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"натуральная кожа; ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"IFAGRID";1;1;"Назначение";"в гостиную; в кабинет";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel; пенополиуретан эластичный";1;1;"Наполнитель сидения";"пружинный блок Bonnell";1;1;"Наполнитель спинки";"эластичный пенополиуретан";1;1;"Объем";"4,077 м3";"";"";"";"";1;1;"По габаритам";"большие";1;1;"По наличию трансформации";"раскладной";1;1;"По размещению угла";"левое; правое";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"нет";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"классика; ретро";1;1;"Тип";"диван угловой";"";"";"";"";1;1;"Ширина (мм)";"1770 мм";1;1;"Ширина спального места (мм)";"1350";1;1;"Материал";"ткань";1;1;"Обивка";"23 группа";"";"";"";""
"";"variation";4334;"Угловой диван «Изабель 2» (3мL/R901R/L)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;194.0;2830.0;1770.0;960.0;1;"";157950.0;210600.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/izabel_2_31230-31230(0)_25gr5a8d0747bf981.jpg";"";"";"1409";"";"";"";"";"";"";1;1;"Боковины";"несъемные";1;1;"Вес";"194 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2830 мм";1;1;"Длина спального места (мм)";"1860";1;1;"Емкость для постельных принадлежностей";"нет";"";"";"";"";1;1;"Количество сидячих мест";"5";"";"";"";"";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"натуральная кожа; ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"IFAGRID";1;1;"Назначение";"в гостиную; в кабинет";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel; пенополиуретан эластичный";1;1;"Наполнитель сидения";"пружинный блок Bonnell";1;1;"Наполнитель спинки";"эластичный пенополиуретан";1;1;"Объем";"4,077 м3";"";"";"";"";1;1;"По габаритам";"большие";1;1;"По наличию трансформации";"раскладной";1;1;"По размещению угла";"левое; правое";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"нет";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"классика; ретро";1;1;"Тип";"диван угловой";"";"";"";"";1;1;"Ширина (мм)";"1770 мм";1;1;"Ширина спального места (мм)";"1350";1;1;"Материал";"ткань";1;1;"Обивка";"25 группа";"";"";"";""
"";"variation";5788;"Угловой диван «Изабель 2» (3мL/R901R/L)";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;194.0;2830.0;1770.0;960.0;1;"";153488.0;204650.0;"Мягкая мебель > Диваны";"";"";"https://pinskdrev.ru/web/catalogfiles/catalog/offers/izabel_2_670-_24gr_ugl5a8a97dce8b49.jpg";"";"";"1409";"";"";"";"";"";"";1;1;"Боковины";"несъемные";1;1;"Вес";"194 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2830 мм";1;1;"Длина спального места (мм)";"1860";1;1;"Емкость для постельных принадлежностей";"нет";"";"";"";"";1;1;"Количество сидячих мест";"5";"";"";"";"";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"натуральная кожа; ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"IFAGRID";1;1;"Назначение";"в гостиную; в кабинет";1;1;"Наличие оттоманки";"нет";1;1;"Наполнение";"пружинный блок типа Bonnel; пенополиуретан эластичный";1;1;"Наполнитель сидения";"пружинный блок Bonnell";1;1;"Наполнитель спинки";"эластичный пенополиуретан";1;1;"Объем";"4,077 м3";"";"";"";"";1;1;"По габаритам";"большие";1;1;"По наличию трансформации";"раскладной";1;1;"По размещению угла";"левое; правое";1;1;"Подлокотники";"мягкие";1;1;"Подушки в комплекте";"нет";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"классика; ретро";1;1;"Тип";"диван угловой";"";"";"";"";1;1;"Ширина (мм)";"1770 мм";1;1;"Ширина спального места (мм)";"1350";1;1;"Материал";"ткань";1;1;"Обивка";"24 группа";"";"";"";""
"";"variable";"2492";"Угловой диван «Изабель 2» (3мL/R901R/L) - спецпредложение";1;"";"visible";"";"";"";"";"none";"";0;"";"";0;0;194.0;2830.0;1770.0;960.0;1;"";"";"";"Мягкая мебель > Диваны";"";"";"";"";"";"";"";"";"";"";"";"";1;1;"Боковины";"несъемные";1;1;"Вес";"194 кг";1;1;"Высота (мм)";"960 мм";1;1;"Длина (мм)";"2830 мм";1;1;"Длина спального места (мм)";"1860";1;1;"Емкость для постельных принадлежностей";"нет";"";"";"";"";1;1;"Количество сидячих мест";"5";"";"";"";"";1;1;"Материал изготовления каркаса";"массив дерева; ДСП; фанера";1;1;"Материал ножек";"дерево";1;1;"Материал обивки";"натуральная кожа; ткань; велюр; жаккард; шенилл";1;1;"Механизм трансформации";"IFAGRID";1;1;"Назначение";"в гостиную; в кабинет";"";"";"";"";1;1;"Наполнение";"пружинный блок типа Bonnel; пенополиуретан эластичный";1;1;"Наполнитель сидения";"пружинный блок Bonnell";1;1;"Наполнитель спинки";"эластичный пенополиуретан";1;1;"Объем";"4,077 м3";"";"";"";"";1;1;"По габаритам";"большие";1;1;"По наличию трансформации";"раскладной";1;1;"По размещению угла";"левое; правое";"";"";"";"";"";"";"";"";1;1;"Система комплектации";"не модульная";1;1;"Стиль";"классика; ретро";1;1;"Тип";"диван угловой";"";"";"";"";1;1;"Ширина (мм)";"1770 мм";1;1;"Ширина спального места (мм)";"1350";"";"";"";"";"";"";"";"";"";"";"";""
